,rating,review,app,source
251,1,don't use this app unless you are evil and enjoy making people suffer :),FindItFixIt,Google
252,1,hateful,FindItFixIt,Google
253,1,app doesn't work properly,FindItFixIt,Google
254,1,"doesn't work, homeless people still exist.",FindItFixIt,Google
255,1,Bootlickers would love this app,FindItFixIt,Google
256,1,this app is cruel and hateful towards unhoused humans.,FindItFixIt,Google
257,1,"if you hate poor people and want them to die from exposure, this is the app for you",FindItFixIt,Google
258,1,"This app allows you to treat other people like an inconvenient pothole or unsightly graffiti. It's a vile, dehumanizing and cowardly way to deal with your discomfort with the visible proof of the homelessness, addiction and lack of mental health care in Seattle. The city should be ashamed.",FindItFixIt,Google
259,1,Brutal concept. Shame on the developers and clients.,FindItFixIt,Google
260,1,"you should be ashamed of yourselves, you g*damn clowns. STOP HARASSING HOMELESS PEOPLE. THEY ARE JUST TRYING TO LIVE. 🤡🖕🏽",FindItFixIt,Google
261,1,"This app is being used to terrorize an already marginalized group that nobody is willing to help: up to and including the local government of Seattle. It's shameful and disgusting behavior, undoubtedly started by a privileged white person who is just so offended by the struggles of the poor.",FindItFixIt,Google
262,1,"Crashes almost every time I've tried to open it, and the one time I didnt crash, it wouldn't let me submit my complaint! Do better, Seattle.",FindItFixIt,Google
263,1,Screw you devs. I hope when you're down and out someone comes along and makes your situation exponentially worse,FindItFixIt,Google
264,1,it's terrible of y'all to make an app for snitching on homeless people,FindItFixIt,Google
265,1,"NIMBY App is being used to harass vulnerable populations in Seattle. City of Seattle, do not waste resources attacking the homeless rather than helping!",FindItFixIt,Google
266,1,This was being used to force homeless people out of the scraps of home they managed to make and it's desgusting.,FindItFixIt,Google
267,1,snitches get stitches,FindItFixIt,Google
268,1,Because we don't care about people at all in Seattle apparently. Just get those unsightly homeless people away.,FindItFixIt,Google
269,1,They should be ashamed that they made this.,FindItFixIt,Google
270,1,Shame,FindItFixIt,Google
271,1,Literally an app for snitching on homeless people.,FindItFixIt,Google
272,1,"report Tents EVERYWHERE!!!! IN McDs, in the sty, in in the bay when u r on the ferry :) .... i just installed to do such :) make their app utterly fkn useless and the developer can fkn Blow Me",FindItFixIt,Google
273,1,let homeless people live their lives,FindItFixIt,Google
274,1,garbage app for garbage people. snitching on the homeless? really?,FindItFixIt,Google
275,1,targeting homeless people bad,FindItFixIt,Google
276,1,"see a tent? don't report it. fix the reason people live in tents, you garbage human beings.",FindItFixIt,Google
277,1,"Disgusting, Regressive, Inhumane app.",FindItFixIt,Google
278,1,i downloaded the app to help fight against the report a tent movement. we need to be helping them find homes not making it harder for them to live. however i didnt see a report tent button so maybe they have already taken the option down? if anybody has any info on this id be very grateful. thanks,FindItFixIt,Google
279,1,Using the smartphone priveleged public to eject homeless people from their last ditch effort for shelter is disgusting.,FindItFixIt,Google
280,1,"Finally! An ignorant group of slaves have succeeded in developing an app so that ignorant self centered privileged slaves can report less fortunate people to the Seattle Corporation whom exploits both groups. Way to go man kind, and all you blind idiots who still say we live in a free country. Screw you Seattle, and screw you slaves who have nothing better to do than rat each other out because you have the urge to not mind your OWN damn business.",FindItFixIt,Google
281,1,The developers of this app are just as complicit in the criminalization of homelessness and should be ashsmed of themselves,FindItFixIt,Google
282,1,download and make fake reports to waste the time of horrible people. also go through the reviews and report all positive ones. they'll shut it down eventually. you people will burn in hell for this I swear to god,FindItFixIt,Google
283,1,The only way to fix homelessness is to stop letting the investor class artificially inflate housing costs.,FindItFixIt,Google
284,1,There are more homes with nobody living in them in America than there are homeless people. Just some food for thought.,FindItFixIt,Google
285,1,Targeting the vulnerable. Disgusting.,FindItFixIt,Google
286,1,solve the source of the problem instead of screwing over the people who are affected,FindItFixIt,Google
287,1,"I was homeless twice before the age of 10 - both times living in tents as my only shelter. Tent living saved my life when I was unable to be in a permanent dwelling. Had my family and I lost our tents and camping gear, we would have surely succumbed to the elements months before we were finally able to get back on our feet and get into an apartment after being displaced by a house fire and then becoming victim to a slum lord. Homelssness can happen to ANYONE at any time, for various reasons.",FindItFixIt,Google
288,1,Pathetic. Creating an app and using it to attack folks who are already struggling.,FindItFixIt,Google
289,1,"Use our money to build public housing, not fascist apps",FindItFixIt,Google
290,1,nah,FindItFixIt,Google
291,1,The fact this app is being used for the prosecution of homeless people is disgusting. S/O from Saint Louis,FindItFixIt,Google
292,1,What you are doing is horrible. Hope everyone responsible for this app has to be homeless.,FindItFixIt,Google
293,1,why make an app to target the homeless when you could not,FindItFixIt,Google
294,1,unethical,FindItFixIt,Google
295,1,"in theory, this would be nice, sort of like a networked neighbourhood watch. in practise, it seems to be nothing more than a glorified rat tool, because why would we actually put time, effort, and tax money into actually addressing and fixing problems when our taxes can go straight into the pockets of politicians and instead push out an app that PUNISHES PEOPLE FOR BEING HOMELESS. Being homeless is a symptom of a greater injustice. Stop punishing them for it.",FindItFixIt,Google
296,1,"Pro tip: download the app and report several locations you know don’t have any camps. As far as easy direct action goes this could actually shut the app down with enough people behind it, at the very least render it practically unusable.",FindItFixIt,Google
297,1,This app is being used to target and attack homeless people. This is unacceptable. This is hateful. We can do better.,FindItFixIt,Google
298,1,"What a disgusting app. Whoever developed this- whoever supports this- is a monster. If houseless individuals make you uncomfortable, then maybe you should try to solve the housing crisis instead of preying upon its survivors. I only downloaded this app to underscore its cruelty. After I finish writing this, I'm going to uninstall this repulsive app.",FindItFixIt,Google
299,1,no option to report how racist and terrible Seattle is,FindItFixIt,Google
300,1,terrible design,FindItFixIt,Google
301,1,"honestly, this app is disgusting. i'm glad people are overloading its servers",FindItFixIt,Google
302,1,Anti-homelessness in the worst possible way. Spam them to hell with false reports.,FindItFixIt,Google
303,1,imagine hating poor people so much that you made an app so you can have strangers snitch on them and essentially try and get them killed.,FindItFixIt,Google
304,1,"You people are sick. All of you. Congratulations on #8 trending and #1 ruining people's already ruined lives. Actually fix the homeless situation and grow up as a city, don't alienate the alienated even more. Act like adults, not rich spoiled brats.",FindItFixIt,Google
305,1,reported as hateful app,FindItFixIt,Google
306,1,"This app is disgusting. We're living in police state, and being poor and surviving is now a war. No way",FindItFixIt,Google
307,1,This is disgusting. An app for reporting clogged storm drains or dangerous dumping? Sure. An app for reporting homeless people and abandoned cars? Evil.,FindItFixIt,Google
308,1,"Screw you, and your war on poor people. Why don't you just make housing more accessible? Oh, because that would mean you'd have poor people in your community... And this is probably also racist in intentions. But it's OK, we've found a way to undermine the app. Cheers",FindItFixIt,Google
309,1,Not working properly,FindItFixIt,Google
310,1,"saves me a lot of time, I used to go out and beat the homeless with a hammer but this app is much more effective at murdering them lol",FindItFixIt,Google
311,1,not only should snitches get stitches but the despicable city of seattle has advertised this app to attack poor people. what?!?!,FindItFixIt,Google
312,1,it's disgusting you are targeting houseless people ...shame on Seattle city officials,FindItFixIt,Google
313,1,"The fact that you can report a homeless encampment is despicable. This is not how to fix homelessness, and reporting these people to the city only makes their lives harder. if you think you're helping, you're not.",FindItFixIt,Google
314,1,"made by yuppies for yuppies... 1 out of 5, able to use it to attack homeless around Seattle.",FindItFixIt,Google
315,1,"Such a great fascist idea! I can report homeless people from the comfort of my own home, secure in the idea that the city will give those dehumanized vagrants whatfor. The citizens of Seattle don't pay taxes for nothing, so why not rough up the less fortunate and kick around some people while they're already down! I would give the app five stars but they don't offer live streaming of the fascist fun spree that ensues after my report. Gosh, what a drag!",FindItFixIt,Google
316,1,Disgusting. This is the end of this mayor.,FindItFixIt,Google
317,1,Designed to attack people who are already suffering or have no income.,FindItFixIt,Google
318,1,hooray for classism,FindItFixIt,Google
319,1,this app is disgusting and should only be used to waste the city of Seattle's time.,FindItFixIt,Google
320,1,Homeless people are not the issue. The issue is overpriced housing and useless politicians.,FindItFixIt,Google
321,1,disgusting. an app that is activly harming the homeless population,FindItFixIt,Google
322,1,"want to take care of homelessness? be compassionate and help them (yes even if theyre drug addicts, yall are trash thinking they dint deserve to get better) dont get them arrested youre just giving profit from slave work to the state and dividing our community.",FindItFixIt,Google
323,1,classist (classless) Nimby's trying to eradicate undesirables. This borders on the edge of eugenisism. Deplorable.,FindItFixIt,Google
324,1,how about leave homeless people alone,FindItFixIt,Google
325,1,What an evil app. This does nothing to help the situation that many homeless people find themselves in and only serves to further demonise people who are already in a bad situation,FindItFixIt,Google
326,1,doesn't work.,FindItFixIt,Google
327,1,This app shouldn't exist. Shame on anyone who participates in this harassment campaign against the homeless.,FindItFixIt,Google
328,1,"leave homeless people alone, Seattle. Its your economy why theyre living in a tent to begin with, and your terrible businesses denying them bathrooms to use and your parks and rec not providing enough proper public restrooms. Trying finding and fixing your sense of humanity.",FindItFixIt,Google
329,1,This app is used to harrass and destory communities. Especaially when the poor are involved.,FindItFixIt,Google
330,1,"Unkind, unjust, unhelpful: Educational opportunity: Begin with Adam Ruins Housing - Homeless portion and proceed with the vast amount of data that supports how homelessness is more economically solved by providing actual homes instead of harrassing them at their temporary means of living such as tents. The signs posted by the local government requesting people report tents of the homeless reeks of elitism, fascisim, and cruelty. Seek education & kindness.",FindItFixIt,Google
331,1,Absolute garbage. Using a city works app to attack homeless is disgusting.,FindItFixIt,Google
332,1,"That graffiti is pretty, why would you report it! Also, leave the homeless alone, ya'll suck.",FindItFixIt,Google
333,1,stop dehumanizing the homeless.,FindItFixIt,Google
334,1,"NIMBY snitch app. If you report a homeless person's patch of ground to sleep on, I hope you get to experience homelessness yourself, and soon.",FindItFixIt,Google
335,5,the perfect app if you hate homeless people and love our mayor!,FindItFixIt,Google
336,1,why are Seattle council wanting to harass rather than help homeless people? Try establishing affordable housing for people rather than harassing folk.,FindItFixIt,Google
337,1,Horrible app designed by horrible people. You should be ashamed of yourself and take deep look in the mirror to see what the hell is wrong with you. How about finding ways to help homeless people instead of putting all your resources into removing them. They are people too.,FindItFixIt,Google
338,1,"fix your homeless problem seattle, this isnt it",FindItFixIt,Google
339,1,did not fix things. buggy interface assumes I hate my unhoused neighbora.,FindItFixIt,Google
340,1,it turns everyone who uses it into a giant knob crazy,FindItFixIt,Google
341,1,Does it feel good to bully the homeless?,FindItFixIt,Google
342,1,maybe all this time and energy used to bully homeless people could be redirected towards something more useful xx,FindItFixIt,Google
343,1,"This is a great idea for reporting things like potholes and littering, but it's also being used to report homeless people just for being homeless. That's pretty cruel, if you ask me.",FindItFixIt,Google
344,1,Being able to report homeless people to have their tents taken away = 1 star,FindItFixIt,Google
345,1,Horrible people who no doubt live in nice homes want you to report homeless people who are forced to live in tents so they can take their tents away. There are words for people who behave like this but they would be censored. Sadly they are in charge and as usual the despicable people seem to keep getting themselves into positions of power.,FindItFixIt,Google
346,1,"I'd like to hope that the developers of the app were not intending it as a tool to attack an already vulnerable population, but that's exactly what it's become. Please remove the ""Other"" section at least. There's good reason ""reporters"" are ashamed to be known as the heartless jerks who criminalize and victimize folks who are already struggling.",FindItFixIt,Google
347,1,"Ah yes, an app to target homeless people and put them in even more jeopardy, destroying their shelter and chasing them out like dogs. Shame on the people who developed this, shame on everyone who uses it to screw over disenfranchised human beings. Y'all a hot pile of burning garbage. Trash, the lot of ya.",FindItFixIt,Google
348,1,leave homeless people alone,FindItFixIt,Google
349,1,Stop snitching on homeless people.,FindItFixIt,Google
350,1,"Developers should find their own actually problems with their morals and inhumanity. This is discrimination against homeless people. Fix yourselves first, for God's sake.",FindItFixIt,Google
351,1,dont rat out homeless people folks,FindItFixIt,Google
352,1,y'all are scum,FindItFixIt,Google
353,2,"Shameful stuff. I see people using this app to report individuals living freely in tents. They seem to be forcing them to sign contracts to live. Whether a contract for a homeless shelter's rules, or a mortgage contract, consent is violated when contracts are forced upon us. Free means no contracts.",FindItFixIt,Google
354,1,whoever developed this app please rethink your life choices. whoever came up with this app please end your worthless existence.,FindItFixIt,Google
355,1,"bigoted, elitist, disgusting, inhumane and en calling of our country's most disgusting cultural item; ignoring and demonizing the homeless. pretty disgusting",FindItFixIt,Google
356,1,"I only wanted to install this long enough to leave a review. I think what you're doing is disgusting. Rather than trying to find a way to help homeless people, you're going to kick them out of the only place that they have. People should be trying to lift others, not knock them further into the gutter.",FindItFixIt,Google
357,1,"This is being used as a literal attempt to murder homeless people. You can literally report someone for not having a house to sleep in. Proof of how disconnected and disgusting Seattle officials are. Why deal with issues, when we can just harras, arrest, and force into hiding the most vulnerable people in a city? 🤡",FindItFixIt,Google
358,1,choke,FindItFixIt,Google
359,1,"oh perfect, a way to report houseless people to the authorities so they can be harassed and forcibly removed. what an evil idea made by people who think a human life is only worth as much as their money.",FindItFixIt,Google
360,1,do not use this for discriminatory actions against the homeless some of them have no choice in bieng homeless they are still human to,FindItFixIt,Google
361,1,This is nothing but the city of Seattle trying to make war on our houseless neighbors. Reported as a hateful app.,FindItFixIt,Google
362,1,"this app does absolutely nothing. it doesn't matter what you report on this app, because nothing gets done about the report. i would be very surprised if ANYONE actually recieves any of the reporting that 'find it fix it' supposedly responds to. my suspicion is that any reporting from this app just goes into cyber Oblivion, not received or responded to by anyone. this 'find it fix it' app, i believe is meant to denote civic 'apathy', not the actual meaning of application.",FindItFixIt,Google
363,1,"This app is despicable. It is being used to attack the homeless. It is being used to destroy their encampments. It is literally causing people to die! Something needs to be done. Targeting the homeless in a city where you would rather attack the homeless instead of facing the issue. Anyone who uses this app to target the homeless is a lowlife and a pathetic pile of flesh. You are not human, but monsters!",FindItFixIt,Google
364,3,we need this in more the just Seattle Snohomish county needs this desperately,FindItFixIt,Google
365,4,"I have used this app when I first heard about the app. Resolved roughly 7 potholes I have reported on my commute. Takes about 1 to 3 days for the potholes to be resolved. Reported 2 road-kills on roads and gain immediate response from miscellaneous report and notified proper departments to resolve the issue. I have reported handful of abandon cars (with flat tires) that my neighborhood leaves damaged and neglected without having them visit a mechanic shop for 1-2 months. Within a week or more, tickets compiled on the cars that have been reported. Gotten 2 vehicles towed when left past deadline to respond. Had reported 2 illegal dumping of furniture reported that were too close to knock over to the road. Been resolve within a week. One issue I have is I attempted to report broken traffic lights as I drive that always require the 'Pole Serial Code' which I'm taking screenshots from my dashcam to my phone. Make this a harder issue to report broken traffic lights as a driver. Note: My issues usually get resolved by including photos in all my reports and accurate location you can change on the 'Address' box.",FindItFixIt,Google
366,5,"Whether my requests are heard or whether they aren't, I still think this is a great idea. I have personally met some of the people who come out and clean up homeless encampments and garbage etc. and they are some of the hardest working people in the city. Five stars. Thank you for being there.",FindItFixIt,Google
367,5,"This is such a great tool to score on some homeless chicks, not to say but I'm homeless as well.i have completely , I forgot",FindItFixIt,Google
368,1,Submitted several things and haven't gotten any of them fixed. What's the point,FindItFixIt,Google
369,2,Why did maps stop working and no update to fix it? Was great until then. Bugs and no support make it tough to use.,FindItFixIt,Google
370,1,"Map doesn't work, so you can't report accurate location of the problem",FindItFixIt,Google
371,5,Easy to use.,FindItFixIt,Google
372,2,It doesnt work. Won't send requests.,FindItFixIt,Google
373,4,"Useful app to report illegal dumping, potholes, signal maintenance issues. It could be improve by allowing updates to reports",FindItFixIt,Google
374,1,Whatever this recent update is it sucks. Unusable now,FindItFixIt,Google
375,5,"Super fast response to a mess in my neighborhood. A big ol' ""atta boy"" to you folks who make this happen.",FindItFixIt,Google
376,1,"Horrible. They supposedly opened it and then closed it without anything being done. The location sucks because if you try and fix it to your actual location, it just stays on the same screen and doesn't do anything else. You have to close the app and start over. Smart idea, wish it actually worked.",FindItFixIt,Google
377,1,"Doesn't work, can't summit a report it just complains about location and description required even though I filled out everything. Uninstalled immediately.",FindItFixIt,Google
378,5,Very prompt service. Emails of work order status.,FindItFixIt,Google
379,1,"App incorrectly thinks there is not enough room on my phone. It is only looking at phone storage, not SD storage.",FindItFixIt,Google
380,5,I just submited potholes was there for years in our neighborhood. Looks like no body report to the city. Everyday i drove by and i hate it. So i go ahead try this app. They indee came out and fixed the potholes after 2 days of my reported.,FindItFixIt,Google
381,2,"The app itself is fine, but the City doesn't actually respond, so it's kind of a waste of time. I've submitted multiple reports and it shows the reports were opened and then closed a few days later. I suppose they think that issues will just resolve themselves if they ignore them.",FindItFixIt,Google
382,1,I submitted a couple reports two months ago and got no response on them. Seattle's roads are horrendous and the money is spent on stupid places like the bike share program. I think they just created this app so people would stop calling and complaining but they just ignore the requests.,FindItFixIt,Google
383,5,Love,FindItFixIt,Google
384,4,I reported a bad pothole along my regular bike commute. I liked the way it allowed me to find and mark the location and then upload a picture. Response time was excellent. I found the pothole fully repaired when I passed by a couple days later.,FindItFixIt,Google
385,5,Excellent app,FindItFixIt,Google
386,5,"Every time I have reported an issue through this I have seen it fixed or improved, often with personal follow-up from someone at the responsible agency.",FindItFixIt,Google
387,4,"Pretty easy to use, although filling out the long form on a smartphone is tedious.",FindItFixIt,Google
388,2,"Always get failed to sync error now, so I can't use the app. Hm.",FindItFixIt,Google
389,2,"...if someone really took action and not just marked a request complete without actually doing something. Once they have ""completed"" and closed your request you can't reopen it (since no actio was ever actually taken).",FindItFixIt,Google
390,3,"I have to enter a location. And a description. And a location & description! The location is already geotagged in the photo. The description will always be ""graffiti"". If you really want this app to be used by busy people, you need to require only the geotagged image, and maybe the popup menu of type of property (but really you should have workers who monitor incoming images and notate any additional info from the image.)",FindItFixIt,Google
391,5,Nice app the city responds fast,FindItFixIt,Google
392,3,Love having the ability to easily make requests to the city. It would be great if there was the ability to delete or edit a request (when one has made a mistake in the description or location it seems the only option is to create a duplicate entry).,FindItFixIt,Google
393,3,Seems good for reporting problems but no tracking for follow up (as in did the city ever do anything) and no way to delete old reported problems. Problems with uploading requests means I have doubles,FindItFixIt,Google
394,3,Can't edit address. Must use clunky map. Should be able to edit or delete requests,FindItFixIt,Google
395,3,"This app, as useful as it could be, is hindered by what seems to be a simple problem to fix, the inability to drop a pin on the map instead of actually having to be physically located at that place in order to report something (in my case, a pothole that needs repairing). I understand the need for accurate locations, but a dropped pin would achieve that without requiring the use of location services and being onsite when reporting issues.",FindItFixIt,Google
396,1,Failed request every time I use it.,FindItFixIt,Google
397,1,Every time I attempt to report a problem the app says that the request failed.,FindItFixIt,Google
398,3,Would be nice to get an actual resolution notice when my tickets are closed and the things I reported are unchanged. Do they need more info? Do I need to contact someone else? Simply closing the ticket makes no sense.,FindItFixIt,Google
399,5,"When I first reported the let on the side of our building, they closed my request and it was still not cleaned. I thought ""oh well, it was worth a try."" Then a few days later, I came out and it was done. It may not work ALL of the time, but I think that it is a good start. I think it good of the city to produce this app in an effort to at LEAST try to get these sort of things resolved.",FindItFixIt,Google
400,4,"The city doesn't always respond, even after repeated requests, escalating the language each time.",FindItFixIt,Google
401,1,"After entering a report in detail, I just get an ""unprocessable entity"" error every time I submit. Disappointing.",FindItFixIt,Google
402,5,The process works!,FindItFixIt,Google
403,2,"I used to it report illegal dumping. Both reports had their status updated to ""closed"" within a few hours. However, no clean-up! I called the city and was told that ""closed"" simply meant they had routed the request to a crew and it could take up to 10 days to get the mess cleaned up. Seems that there should be an ""in process"" status for the app.",FindItFixIt,Google
404,3,"Looks nice, but it kept failing to register me as a reporter when using mobile data, leaving me unable to use it to file reports. Using WiFi eventually worked.",FindItFixIt,Google
405,2,"Used it 3 times to report overflowing garbage cans or overgrown yards. Ignored by City of Seattle once, and long delayed and therefore useless responses received both other times. Wasn't worth the app space.",FindItFixIt,Google
406,3,So far I'm 2 for 5. Many times I think (and once I was told) that the photo doesn't get passed on to the person it needs to get to.,FindItFixIt,Google
407,2,"I downloaded it to report potholes, dead signs, etc... The app's ability to find my location is almost nonexistent. I use other apps that need to pinpoint my location and they manage to find me within whatever block I'm in, many times in front of my own building if I'm home. This one can't do any better than a half mile away. Add the inept folks on the other end who couldn't interpret the data and my request to fix a broken wood sign post leaning across a busy sidewalk became an abandoned vehicle in the Cascade neighborhood. Needs a LOT of improvement",FindItFixIt,Google
408,5,We have had several blocked storm drains on our street for years - I reported them with Find it Fix it and they were cleared within 2 weeks!,FindItFixIt,Google
409,3,Good idea and fairly clean functional app. I've reported illegal dumping of furniture and had the furniture cleaned up quickly. However it is unclear to me if parking enforcement notices are taken seriously or if I am just wasting my time. It would be nice if I could get more of a response of what the result of my report is so I could know. Giving only three stars until a feedback feature is provided with a response from the city.,FindItFixIt,Google
410,5,Fast and effective,FindItFixIt,Google
411,3,"I found it cumbersome to move the dot on the map to the correct location. It was oddly not located at my current location (which was correct on the map), and it took some niggling to get it to the right place. Otherwise, my first (and only so far) report went in smoothly and has been acknowledged in the app and via email.",FindItFixIt,Google
412,5,"I bike commute to work everyday during the week. The ride consists of me going from one end of Denny Way from the top of Capitol Hill to the other, and back at the end of the day. I have reported two potholes on my ride and both were fixed within a week! This is the best mix of citizen responsibility and government responsiveness. Download the app and try it for yourself.",FindItFixIt,Google
413,5,So glad to have an alternative to filling out the form online. I've seen some results too!,FindItFixIt,Google
414,2,I wish there was a find it fix it for the app. Got several crashes and background disappeared making the text unreadable.,FindItFixIt,Google
415,1,"Nice idea, but broken and frustrating, making it useless. I wrote a report, and the app promptly crashed.",FindItFixIt,Google
416,5,Great idea and great app. Finally a solution to help empower more people to fight the graffiti problem.,FindItFixIt,Google
417,2,"The interface appears to have moved to a web-based interface, but there’s no back button or way to return to the app’s main menu in certain cases. For instance, if I click ‘Affordable Housing’, I am sent to the City of San Jose Housing Portal website within the app. From here there is no way to return to the app’s main menu other than force-quitting the app.",SanJose311,Apple
418,4,"Update: I've used this app for issue on the road (traffic light outage and dangerous debris on the road), and the response continues to be extremely responsive. My reports were forwarded to the Department of Transportation both times and resolved that day. I have used this app three times to report illegal dumping and abandoned vehicles. I live in a neighborhood where people often dump large household items on the sidewalk and prior to installing this app, I would just get annoyed with it but didn't report it. With the three cases I filed, someone came around within 24 hours to collect the dumped items or came and tagged the abandoned vehicle, really quick response you typically wouldn't expect from the city! I can understand some people's gripe with some parts of the app though--for example, if you want to report a pothole while you're driving, it's a little difficult to do so. There is no location detector, so you'll always have to manually input your location. But, if you can get an approximate address of the location, that should give the city an idea of where the problem is. Overall, I've had a great experience with this app and will continue to use it!",SanJose311,Apple
419,1,"I was excited at first and after testing it out and finding many, many bugs, I spent some time and I wrote them all out and I had to send them to the city because there was no way to email feedback on the app. That was many months ago and to date, nothing has changed. I noticed some Graffitti in my neighborhood and I took a snapshot quickly and drove away hoping that I could then upload it later on in the day. For some reason there are multiple folders that are made in photos that doesn't allow me to find the actual picture I took and so as far as I'm concerned, the photo to report is useless. In addition to that, it takes forever for the city to respond and so the level of frustration with me and my neighbors is so high, we are so over it. We just gave up. I stopped using the app.",SanJose311,Apple
420,1,"Where I live, there are 2 cars that are parked at a distance to save/hold parking spaces. Both belong to the same owner. He hasn’t moved them for months. When he does move them, it’s only to make room to fit his third car. I reported it to the city because nobody can stand it anymore — there’s no parking, and people end up parking in red zones just because so many people decide to hold parking spots with extra cars. And as soon as I submitted the report, they closed it. That’s why nobody bothers reporting anymore: in the end, they don’t pay attention, and since it’s not them who have to live with the problem, they don’t care.",SanJose311,Apple
421,1,"Whoever is receiving the reports must be either working from home or lazy. They want you to document, take pictures, licence plates, color and descriptions of everything and then they closed the case without coming out to physically look at it because the pictures weren’t clear enough for them. Get off your chair and come look at it in person. We report and you should follow up. Ridiculous app! Instead you could just call and complain and someone would just show up and tag it, report it and get it cleaned up. Nobody wants to wait 5-10 days to hear from you. We can see it taken care of.",SanJose311,Apple
422,5,"Like many of you, I walk around my neighborhood. This app Makes it easy to report issues.. I have taken pictures of graffiti and you can report the item and upload a photo. The city has a pretty quick response to most things reported in the app. A lot of streetlights we’re out and this makes getting them fixed easy. Take a picture of the pole number Take a picture of the address When you have a moment, select street lighting Report the light and pole number and the city will get it onto a list to be repaired Easier than a phone call- yes Accountability to the ticket # generated- yes",SanJose311,Apple
423,3,"I wish online reporting wasn’t relied on so much. I understand sj is massive but I feel like things are falling more through the cracks. I’ve reported my car vandalized by a neighbor 3 different times and never got anything back when using the app. I really wish it didn’t feel hopeless to ask the police for help. No camera no crime is what I am told. What happen to police work before cameras? :,c",SanJose311,Apple
424,1,"The app has its issues but that can be polished in time. The problem? They close cases without reason or with completely incorrect reasoning. Report a abandoned car without license plates? Closed because of not having license plate info! Report a abandoned car with clear images of it on a public street? Closed because it's on private property! Report blight? Closed because it's been reported already, yet it's still not resolved. Or the same excuse San Jose agencies always give, ""please be patient we are experiencing a high volume of requests""... lived here a long time with these high taxes but this is the excuse always given. Think it's time to start purging city workers, either they are mismanaged, lazy or perhaps both but one thing for sure... They are far to expensive for what we receive. San Jose residents deserve better. Spend some time of the maps of your neighborhood reading the comments.",SanJose311,Apple
425,1,"Referred to this app for any city service. The app doesn’t allow to give exact addresses manually or by moving the map. It tells you an address doesn’t exist even after it automatically finds an address. Nowhere near where you are. You put the address in the note section but, I guess the reader is illiterate. Then they say they can’t find the car and close the complaint. Just another piece of garbage to throw at the citizens that are already paying high taxes for non existent services. Why do we need The mayor and its staff if they can’t do anything for the city",SanJose311,Apple
426,1,"I decided to deleted the app and download it again in the hopes it would work. It stopped working for me when the app was ‘upgraded’ a couple of years ago. I was hoping bugs would have been worked out by now, sadly, that has not been my experience. When I press submit it hangs up until I finally close it or it crashes altogether. I’ve had better success with the 311 website but it would be nice to be able to use the app again. ☹️",SanJose311,Apple
427,5,"My neighborhood has delinquent children that spray graffiti on public property at least three times a year. After submitting a report to the app, a representative comes to clean it off within one business day. I am genuinely impressed at how quick the process was. I’m very happy to know San Jose 311 cares for the community.",SanJose311,Apple
428,1,This app is supposed to make it easier to report things like illegal dumping. However it is an exercise in frustration. Many times things are dumped at a place that doesn’t have a street address. The app forces you to search for an address after you have dropped your pin and it will move the pin because there’s no address there. then the city goes out to the wrong place and doesn’t see the dumped trash. Really guys you need to fix this!,SanJose311,Apple
429,5,"Been using this app several times. One, to report an abandoned vehicle, two, to request my sidewalk painter red, three, to request a tree branch trimmed and four, to pick up an illegal dump. Immediate response, produced follow up and confirmation once the work has been done. Kudos to the dev and triaged team. Great app and well deserved 5 stars.",SanJose311,Apple
430,1,I have tried to use this to submit an abandoned vehicle report. The app does not accept a valid address even as it is selected from the Google Search tool. Cannot proceed further. Repeated process several times. Ended up calling in and was told to use the app! In addition the setting up of an account is poor. Does not accept a strong password generated from iOS. Had to use a basic password,SanJose311,Apple
431,1,"My housemate has had an abandoned vehicle in front of her home for weeks. After unsuccessful attempts at calling, she finally downloaded the app, forgot her pin and the I forgot my pin function doesn’t work. I tried to register as a new person and I can’t. Her council member is out of town, so it appear that the white van with blacked out windows and the tire going flat will be here another month. Sad -if you are going to have an app, you need to maintain its functionality.",SanJose311,Apple
432,1,"Matt Mahan, fix this problem please! Down loaded Apple app. Tried to Sign Up, it said I already had account. I have no Password record of any SJ account. I tried using Apple suggestion for new PW, the app gave me all green dots, but refused to let me register with it. I used “forgot my password”. I reset password - that worked on the website, not the app. I see the city notice this is a “new/improved platform”. Is this an Oracle problem?",SanJose311,Apple
433,1,"Very frustrating app! Report an abandoned car, find out it had been moved, then try to save the city by cancelling the request, but no luck. They send someone out to find tag and find the car gone. What a waste of taxpayer money!!! Job security? The app is not user friendly. I was done trying (!!) to cancel a request in order to help save the city some money (no luck), then tried to get back to my account ""Home"". No luck. It kept freezing.",SanJose311,Apple
434,1,"SJPD response time is 3-4 weeks. This app is just used as a citizen pacifier, don’t expect any action. We have a recurring issue with motorhomes illegally parking and living on the street in front of our business, taking all available parking, leaving their trash on the street, dumping their black water waste, running loud generators, drug traffic, etc. I was directed to this app by a SJPD employee, but it appears SJPD refuses to resolve the situation. We’ll go back to calling every day.",SanJose311,Apple
435,5,"I very rarely write reviews, but I filed a cleanup request for an oven that was dumped outside my apartment and it was gone within the week! It had been sitting there for months beforehand. Any app can send a Prius to take you to dinner, it takes a special app to clean up the city!",SanJose311,Apple
436,5,The app is super easy to use. Obviously there needs to be more backend resources to action requests but a great starting point for letting residents make reports to the City. Would love if more explanation was given on why a request is marked as resolved or closed.,SanJose311,Apple
