,rating,review,app,source
737,5,"This app plus my smart phone camera unclogs storm sewers, gets a soggy mattress along the roadside picked up or reports blight. It works. Really does!",SeeClickFix,Apple
738,4,I've used this many times to bring to attention road repairs needed. Ready to use.,SeeClickFix,Apple
739,4,"No longer user friendly! Doesn’t accept addresses, reverts to reporters address. Picture sometimes will not load. Very difficult to use!!!!",SeeClickFix,Apple
740,1,"The ability to submit answers to questions is not scaling, making it impossible to answer the required questions for requests. Does not function on iPhone 12 mini, and I am assuming iPhones with less resolution.",SeeClickFix,Apple
741,1,"It’s honestly super disgusting that they have “encampment” as an issue for this app! People don’t have anywhere else to go, and continuing to traumatize and displace them does NOT solve the problem. It just hides it away from people who don’t want to face the reality of the housing crisis.",SeeClickFix,Apple
742,4,"I'm unable to post a comment, change the status of my report. Whenever I try to, it gives me an error message.",SeeClickFix,Apple
743,2,"I keep getting notices that this issue is still open and that I should close it out if it has been resolved. First, that seems backwards, but there is no mechanism on the app for me to do that.",SeeClickFix,Apple
744,5,There is one review over 700 days that will not close out even when requested.,SeeClickFix,Apple
745,5,Awesome app if you care about your neighborhood and your surroundings. Easy to use! It would be nice if this app would be so popular like Twitter!,SeeClickFix,Apple
746,1,"After updating to IOS 13.5, no longer able to upload photos from Photo Library or Recent Photos,etc. prior to update no problem with uploads. One of the only reasons I use this app, was the ease of use. Take a photo, upload, “Bam “pretty much done reporting a issue to city. Device is XS Max, ver 13.5",SeeClickFix,Apple
747,5,"I’ve reported everything from LP playground being muddy and needing mulch, to a 1 foot sinkhole on Larned at Rivertown Market. It all gets fixed! Wow! So grateful!",SeeClickFix,Apple
748,4,Portland Maine is using this app. They've been responsive so it appears affective and it makes me feel like they're paying attention,SeeClickFix,Apple
749,3,"Call your neighbors out for not taking their trash out for a month, let the city know up the street seems to have a grow going. Be a good neighbor and remind then they need a lawn cutting, 4 inches is just too high.",SeeClickFix,Apple
750,5,"Love this app because I don't have to call when I need to correspond with the city regarding trash, pick up or new trash cans.",SeeClickFix,Apple
751,1,"UPDATE: sadly I must revoke my review. For some reason the app was completely changed and ruined with a bizarre format, horrid layout and useless features. It was perfect before and now it's just useless. Who made this awful decision? Easy to use, and literally the only thing that our local government has responded to. I love this app.",SeeClickFix,Apple
752,2,"As much as I was hoping for real improvement, I think it’s actually gone backwards. It’s a disorganized app with even more disorganized search results. It’s all we’ve got, so I’ll have to keep using it, but it’s always frustrating.",SeeClickFix,Apple
753,1,"Addendum: city (Medford, MA) does not respond to problems. Reported over a year ago by email and again this spring by SeeClickFix and sidewalk still a danger. Maybe it's not the app but the city admin. Cannot filter for your city or neighborhood very well except by maps. Hasn't had a new version since 2015. Disappointed.",SeeClickFix,Apple
754,5,I have had many pot holes filled and roads repaired using this app. Repair crews a usually respond quickly. 👍,SeeClickFix,Apple
755,1,Unable to submit report as the interface has fields but misses “answer” button on multiple questions. Would appreciate better quality control so it actually be useful,SeeClickFix,Apple
756,5,This app has changed my neighborhood since I've moved in 👍🏼 Connecting We the People with our local City body of Govt 👊🏼🇺🇸👍🏼,SeeClickFix,Apple
757,5,"Noticed very large, very dead, tree about 15 yards from Rd that serves all school approaches to elementary school. Report brought removal within 2 weeks.",SeeClickFix,Apple
758,1,Update! App won't let me sign in on my new iPhone 6 either! Would love it if the app was seeclickfixed itself! ...Won't let me sign in. I've tried everything to alleviate the problem. Possibly an iPhone 5 problem as my co-workers seem to have no problems with their iphone 4 and this app.,SeeClickFix,Apple
759,1,"This might be the worst, most unhelpful app in the App Store! Not one single post has been addressed in the Charlotte NC area. Not one has been fixed and entries date back to 2010! I don’t think this app is even linked to any of the local utilities therefore rendering our posts/complaints useless. This app is a waste of time in the Charlotte, NC area!",SeeClickFix,Apple
760,5,A great app to report local issues in your community.,SeeClickFix,Apple
761,5,This is such an easy and helpful tool for communicating concerns - small and large!,SeeClickFix,Apple
762,2,Has this app been abandoned? I submitted a request for piles of trash in a neighborhood yard and nothing has happened for a 6 weeks. Not sure if anyone even gets the requests from this so I wouldn’t recommend using it.,SeeClickFix,Apple
763,1,"Love the idea, but I can’t do anything with this if the login doesn’t work. I’ve reset my password a few times now on a browser, but when I go to log in on the app I get an error. That means I can’t contribute or do anything at all.",SeeClickFix,Apple
764,5,"Easy to use, and my county government facilities office commented on my request within the hour.",SeeClickFix,Apple
765,3,"After the latest update, the GPS locator is off by about 50 ft after you click the submit button and check the report.",SeeClickFix,Apple
766,4,"I've reported streetlight outages, holes in sidewalks, and water leaks--all were taken care of by Oakland or Berkeley crews in short order. I'm still waiting for some pothole repairs...but that's not the app's fault.",SeeClickFix,Apple
767,5,I was happy the Malden tree trimmers came and took care in trimming the tree in front of my house. Nice job and clean up.,SeeClickFix,Apple
768,3,App moves the location you select far enough to make your reports off by a few street numbers. :/,SeeClickFix,Apple
769,1,"Where is the update? This app has not been updated for along time. There needs to be one. The update needs to include support for the bigger screen iPhones, bug fixes, stability improvements and various improvements. This needs to happen soon.",SeeClickFix,Apple
770,5,Thank you Public Works for taking care of this issue in Northridge Subdivision’,SeeClickFix,Apple
771,5,Works well for communicating with my city government about local issues.,SeeClickFix,Apple
772,1,"I’ve been successful reporting things that need to be fixed. But, once fixed I keep getting notified that the issue is still open. If there is a way to close an issue, it’s not obvious.",SeeClickFix,Apple
773,5,Quick response from Burlington.,SeeClickFix,Apple
774,5,Thank you! Quick work. Love quick fix!!,SeeClickFix,Apple
775,1,Garbage app that can’t find my location even though location services are on. Putting in a pin on the map lets me proceed but then a search of the categories returns a blank result so impossible to report anything.,SeeClickFix,Apple
776,5,"This app probably drives the city guys crazy! However it is very efficient, useful, and appreciated by people like me!",SeeClickFix,Apple
777,5,Much better than navigating the cumbersome City of St Petersburg website!,SeeClickFix,Apple
778,2,"It’s really dumb as the submitter of an issue that I cannot edit the title one submitted! Other than that the app is a great idea, the biggest problem is that the local public works department‘s are not already linked in to this app.",SeeClickFix,Apple
779,5,"I’m seeing many unanswered reports, come on city of East Orange and Newark NJ. Can we update our community apps.",SeeClickFix,Apple
780,1,Reported several abandoned vehicles. No response or activity seen for these issues. Vehicles are still there nearly 5 months after I reported. I don’t think this service is even monitored anymore.,SeeClickFix,Apple
781,2,It is easy to report something but often impossible to close it after it has been resolved.,SeeClickFix,Apple
782,3,Clean up your files on aged items closed many times,SeeClickFix,Apple
783,2,Even when I type in the address for service your app changes and puts the current location I’m at instead of the problem area. Very annoying!,SeeClickFix,Apple
784,5,HSV City Landscape came quickly & did a super job clearing space for egress in our alley. Personable kind courteous! The best!,SeeClickFix,Apple
785,3,Updated the app today and the links on the landing page are no longer working.,SeeClickFix,Apple
786,1,The only way to launch SeeClickFix is to click on someone else’s post. I’ve tried for months to just launch from my iphone and it has never worked. I will have to continue to open via email. Deleting this useless app.,SeeClickFix,Apple
787,5,"Easy to master, and great to have when you spot trouble around the Boston area (I've used it in most of the inner/north burbs)",SeeClickFix,Apple
788,5,This app is great for easily reporting issues as you see them.,SeeClickFix,Apple
789,1,The app for whatever reason removes all punctuation from a ticket description. This has been a problem for years. Why hasn’t this simple bug been fixed?,SeeClickFix,Apple
790,3,App doesn't allow users to edit requests. App incorrectly uploads wrong photos to requests. PLEASE FIX,SeeClickFix,Apple
791,5,Street lights out in the corner of Deborah and chriswood and also at alley and Deborah. It’s very dark in this ghetto neighborhood.,SeeClickFix,Apple
792,5,Commercial truckers expanding in residential neighborhood now a fleet with 55 feet long trailers.,SeeClickFix,Apple
793,1,"Have tried multiple times to submit my issue. Keep getting ""connection error occurred . Unable to finish uploading report."" Can't upload issue. No help button to contact customer service.",SeeClickFix,Apple
794,1,Like pretty much everything else in this town A complete failure when it comes to any enforcement Only reason why I report it is because a class action lawsuit will expose this city’s leadership complete disregard of their foremost duty to enforce our laws.,SeeClickFix,Apple
795,1,"Completely useless. It has my location as New Haven, CT (I’m in Atlanta, GA). Won’t let me do anything to change it. Can’t look up the request I submitted via web browser. I’m sure New Haven is nice, Ive never been, but I honestly don’t care about their potholes.",SeeClickFix,Apple
796,1,I disabled photo access for the app. I verified in my iPhone settings that I disabled access. The app can still access my entire photo library.,SeeClickFix,Apple
797,5,This app is great. Written records get answered and the work completed.,SeeClickFix,Apple
798,5,Thank you for a great and prompt service,SeeClickFix,Apple
799,5,I reported a pothole the evening of 5/21 & it was fixed less than 24 hours later on 5/22. THANK YOU!!!👍🏼👍🏼👍🏼,SeeClickFix,Apple
800,1,Tried and tried but couldn’t post an image with my request. Wish my locality would pick a new usable service.,SeeClickFix,Apple
801,2,The app on iOS has a keyboard bug that causes gliding while typing to insert extra random and jumbled characters. Please fix this. Thank you.,SeeClickFix,Apple
802,2,"Too many questions, hard to navigate, and potholes don't get fixed. See, 100 clicks, no fix.",SeeClickFix,Apple
803,1,"We don’t see results yet. We see over a dozen empty buildings that are weathered, ruined, and abandoned construction sites. Some with no roof for over a decade. All my reports have been closed with no resolution.",SeeClickFix,Apple
804,5,Thank you Sgt! Thanks for keeping us safe!,SeeClickFix,Apple
805,1,The app used to show new reports in the neighborhood. Now it is cluttered with reports that are months and months old. The app is no longer usable because you can't see anything.,SeeClickFix,Apple
806,1,Text boxes lock up after only a few letters. Flow and navigation is confusing. Could not load Categories. Took 3 attempts to submit.,SeeClickFix,Apple
807,5,Great way to report problems in your community.,SeeClickFix,Apple
808,5,I’m really grateful for how quickly my concern is recognized,SeeClickFix,Apple
809,2,Submitting a request in Chicago doesn’t work. The link to the City of Chicago seems broken and the developers say to talk to the city.,SeeClickFix,Apple
810,2,I completed several requests and they were closed with no response. Clearly a waste of time.,SeeClickFix,Apple
811,3,"I tried to use the app to enter my address, but the app used a different address— grrrr!",SeeClickFix,Apple
812,1,"Updated app makes it harder to post issues The ability to check similar posts might be nice, but should be date sensitive Make it easier, not harder please",SeeClickFix,Apple
813,5,"Clearly built for the consumer, and they know us so well! Love this app!",SeeClickFix,Apple
814,5,Excellent turnaround time! Thank you!,SeeClickFix,Apple
815,5,"I like to think the Detroit Forestry department,For the quick response and Removal of the tree",SeeClickFix,Apple
816,1,There is no way to close an issue within the app.,SeeClickFix,Apple
817,1,I’ve used this app before to good effect but lately requests just vanish down a hole. No acknowledgement that the request was received and certainly no action taken.,SeeClickFix,Apple
818,4,I like the convenience of reporting service issues. Keep up the good work!,SeeClickFix,Apple
819,1,The clicked fixed are closed before the worked is even started!,SeeClickFix,Apple
820,2,"I referenced the help desk for profile changes but the FAQ:directions do not apply to the app (or, anywhere else that I can see). Please advise SCF and we will change the review.",SeeClickFix,Apple
821,3,It takes FOREVER to get Oakland Public Works to take ACTION using this service,SeeClickFix,Apple
822,2,The app is garbling text in the description field for some users.,SeeClickFix,Apple
823,1,Can we please get an easy to complete form? every time someone dumps garbage I have to click the same 20 stupid buttons.,SeeClickFix,Apple
824,5,A great way citizens can communicate with city workers to help us make VALLEJO a better city!,SeeClickFix,Apple
825,1,The city just closes the reports and nothing has been done- this is a let down,SeeClickFix,Apple
826,1,I am not sure that the city of Raleigh knows about SeeClickFix because they do not seem address reported issues. Save you time and skip SeeClickFix.,SeeClickFix,Apple
827,5,I believe that the City needs to increase it fines and court cost to deter Violators.,SeeClickFix,Apple
828,5,Lots of timely cleanup of trash. Well done clean up crews,SeeClickFix,Apple
829,1,Clark County Nevada is 100% useless in responding to SeeClickFix reports. I watch multiple reports being created for the same incident over months and nothing gets done. Thanks Clark County.,SeeClickFix,Apple
830,1,The municipality that you report to can block your comments if they dont like what you have to say,SeeClickFix,Apple
831,1,This app is a waste and just another knee jerk way the Mayor of Paterson is trying to suppress the public . The site is not user friendly and isn’t monitored in real time .,SeeClickFix,Apple
832,1,Why when you state to close a tickets it doesn’t close and keeps popping up,SeeClickFix,Apple
833,1,There’s a bug in your app. No way to apply your answers to questions later in the form. Can’t submit a request.,SeeClickFix,Apple
834,3,I submitted a picture of the man hole cover in front of my house and within a week a nice crew came out and repaired the pothole,SeeClickFix,Apple
835,5,There is a lurking agenda here. There is censorship. ...and I don’t mean due to profanity.,SeeClickFix,Apple
836,1,"Well we have been without power for nearly 3 hours, but according to the City of Danville outage map there are no issues for our area!!",SeeClickFix,Apple
837,5,Easy to use and effective.,SeeClickFix,Apple
838,1,To submit a report it ask too many questions.,SeeClickFix,Apple
839,1,Your crappy app crashes every time I try to upload a photo to an existing report.,SeeClickFix,Apple
840,5,This is an excellent way to request help!!,SeeClickFix,Apple
841,4,"And they get right on the complaint, what ever the situation, how amazing 🤩 is that",SeeClickFix,Apple
842,1,I like the sight but I put the address of the property and it doesn’t display the right address,SeeClickFix,Apple
843,1,"The Town of Chelmsford “uses” the app, but nothing actually gets fixed. They are GREAT at replying that they looked at things though.",SeeClickFix,Apple
844,5,I'm so glad to find this app! It's amazing!!,SeeClickFix,Apple
845,2,Nothing happened after continued reports,SeeClickFix,Apple
846,1,No way to delete or edit an entry. Please add the option to delete my own entry.,SeeClickFix,Apple
847,2,The town in Massachusetts I live in ignored issues. So this app is useless like them.,SeeClickFix,Apple
848,1,"I do not know if the app works or not, I do know that the city pays no attention to it or simply does not care, because they do not enforce the ordinance",SeeClickFix,Apple
849,4,Wow! Pickup within 24 hours of reporting on SeeClickFix! Now that’s how it works! Much appreciation!,SeeClickFix,Apple
850,1,Filter closed/acknowledged cases and more than half the map will reflect neglected,SeeClickFix,Apple
851,1,"I really liked this app, but the latest update makes it much harder to use. I'll be looking for other solutions.",SeeClickFix,Apple
852,5,Best app ... Easy to use and serves a public good!,SeeClickFix,Apple
853,3,"It works ok, nothing to write home about.",SeeClickFix,Apple
854,1,Images won’t load during reporting,SeeClickFix,Apple
855,1,After 6 attempts to create an account I finally deleted the app,SeeClickFix,Apple
856,1,"This app in theory could be good, however it is not. It no longer populates issues in areas, even after I have submitted one. The UI is poor. The design and layout is poor. There is no way to communicate with the person that closed or did something to the ticket.",SeeClickFix,Apple
857,5,Great job on the recent pickup of garbage on Rollingwood 👍🏼😁,SeeClickFix,Apple
858,5,Needham DPW guys are the best & they take care of of business,SeeClickFix,Apple
859,1,When the city doesn’t acknowledge issues or clear or close cases. It’s pretty much useless.,SeeClickFix,Apple
860,1,"This app doesn't work well at all, poor execution of online version",SeeClickFix,Apple
861,1,Garbage,SeeClickFix,Apple
862,1,Can’t edit or delete post.,SeeClickFix,Apple
863,1,The police shows a great failure to get these type people off the street in a reasonable time frame!!,SeeClickFix,Apple
864,5,this app has been very good and the response has been excellant to the repairs,SeeClickFix,Apple
865,1,"App where gentrifiers go to snitch on neighbors. They even snitch on the most stupidest things you could imagine. No to Gentrification, your not welcome in our neighborhoods. Get out.",SeeClickFix,Apple
866,2,I'm not sure anyone is reading these issues. Mecklenburg County sure is not.,SeeClickFix,Apple
867,1,Was just told by a city employee that this app is no longer in service. New app is NBConnected.,SeeClickFix,Apple
868,2,"This app rarely opens, always says: Oops, try again.",SeeClickFix,Apple
869,1,App not very user friendly and is only effective as the agency’s using it!,SeeClickFix,Apple
870,2,Done,SeeClickFix,Apple
871,1,Freezes up periodically.,SeeClickFix,Apple
872,1,grammar structure sentences do not always upload correctly.,SeeClickFix,Apple
873,3,The map is shifted north south from reality in Memphis TN. So if you select north side of street it geocodes to south side of street.,SeeClickFix,Apple
874,3,I discussed with Hanna this morning in Abilene,SeeClickFix,Apple
875,5,Thanks to responders!,SeeClickFix,Apple
876,1,App loses locations and filters resets while working. Not good.,SeeClickFix,Apple
877,1,Crashes. Loses your content. Completely unintuitive.,SeeClickFix,Apple
878,5,You guys are the best. Thanx,SeeClickFix,Apple
879,1,I sent an email requesting information on why there is not a baseball/softball scoreboard. NEVER RECEIVED A REPLY.,SeeClickFix,Apple
880,1,Cannot send any report. Continuously got a 500 server error.,SeeClickFix,Apple
881,1,Reported multiple abandoned vehicles and nothing was ever done,SeeClickFix,Apple
882,2,Need more communication to the community,SeeClickFix,Apple
883,1,The app is good! That action is not! Nothing is done about what we submit.,SeeClickFix,Apple
884,5,Large pot hole.,SeeClickFix,Apple
885,1,Put in request and nothing ever happens.,SeeClickFix,Apple
886,1,Can't do much with this!,SeeClickFix,Apple
887,4,Clean up the neighborhood!,SeeClickFix,Apple
888,1,Can not log in on my IPad,SeeClickFix,Apple
889,5,"I had my doubts about this when I first downloaded it and set up my account online. The company is back East, I'm in California, how will they effect change across the country? My first report was for a pothole during the rainy season and after posting it I noticed there were no city responses so I called the SeeClickFix company and the man I spoke with assured me they would get my city linked up to their system. Sure enough, the response came in and the pothole was fixed within days -- and that was just the first report. Oh, and I was the only person in my area doing this then. A few weeks later I notice a street sign was broken - probably hit by a car - so I reported that and to my amazement, it was fixed in 3 days! This is way more effective than making phone calls. Potholes are fixed within 24 hours now and my reports are now acknowledged by up to 4 city departments. I recently reported illegal commercial signage, specifically, a window washer company nailed signs on telephone posts in several places in the neighborhood and again, the response was immediate. I love this app and highly recommend it - I've never had any problems with bugs in this app.",SeeClickFix,Apple
890,1,It won't even let you register…,SeeClickFix,Apple
891,1,Left untouched,SeeClickFix,Apple
892,1,This service gets a ZERO,SeeClickFix,Apple
893,1,Waste of time App,SeeClickFix,Apple
894,1,"This app appeals to the angry, ignorant, resentful among us. What a crappy tool.",SeeClickFix,Apple
895,1,Not maintained,SeeClickFix,Apple
896,1,No good,SeeClickFix,Apple
897,5,"Used this app to complain about a bridge that was poorly lit in my neighborhood. From my phone I could see there were reports of muggings near one end of the bridge so I uploaded a quick report (my other friends seem to be able to upload fine from this app also) and was generally more aware and alert walking around there - bad news can be useful to know. Anyway, someone must have been paying attention as a bright light was soon put up overlooking that corner. Subsequently I did feel a lot safer walking that route home, more so than if had just used my lightsaber app :) Would be cool if I could use this to complain about issues in my apartment building.",SeeClickFix,Apple
898,5,"This has been a great tool for reporting and tracking neighborhood issues--I'm always heartened to discover more people invested in the neighborhood's upkeep. Now if only Richmond could keep up with the reports--as more and more residents use it, the only drawback to the app is the dawning frustration as you wait longer and longer for an under-resourced city to address them. (Or, most aggravatingly, declare an unresolved issue closed!) but SeeClickFix itself is easy to use and helpful to the max.",SeeClickFix,Apple
899,1,"**UPDATE** This app is ONLY AS GOOD AS THE CITY! I have reported 20 issues from potholes, missing water main valve covers to broken water lines. 99% of the reports have been issued ""Case Closed"", ""Case Completed"" status and THE WORK WAS NEVER PREFORMED!!! The City of Houston is reporting completed work when in fact it is NOT!!! The City of Houston is not being held accountable! I don't believe this is the fault of this app developer. Rather it's the problem of the broken city they call Houston. --------- I just don't know affective this app actually is. I made a case then within minutes it was closed by the city when work was not preformed. Some of the complaints just show a picture and no description. I know this because one of my complaints is this way and I provided verbiage with it. Just seems that the City of Houston just closes cases or keeps them open forever. Also I accidentally voted for my own cases... Does the city even see the votes? Update: sure enough the city closed yet another case that hasn't been resolved, the cities need to provide information on why the case is closed! This app just makes you think your doing something when in reality we are not when the city is not being held accountable!!",SeeClickFix,Apple
900,1,"I’ve used the app on a number of occasions and it misrepresents what the app does. It says it notifies public officials BUT DOES NOT DO SO. I had an issue open for six months and the representation is that relevant officials are notified. In Las Vegas, they are as follows: WATCH AREAS NOTIFIED City of Las Vegas PLUS Clark County District A Commissioner Steve Sisolak An email was sent to this watcher. Clark County, Nevada An email was sent to this watcher. Downtown Fremont District PRO An email was NOT sent to this watcher. [Notify Anyway] jrvegas An email was NOT sent to this watcher. [Notify Anyway] Mayor of Las Vegas An email was sent to this watcher. And after confusing messaging I receive the following pegged to one of my issues: Sorry for the confusion. There has never been anyone watching those messages in the past. Those are report zones created by by someone with the app, but not an official entity. We are looking into changing that going forward though. I can't promise anything yet, but look for news on this soon. If there is no one watching, why bother telling me there is? Did you pick names out of a hat to make it look like the mayor and my commissioner was being notified? Waste of time… See, Click, Fix NOTHING.",SeeClickFix,Apple
901,4,"I found this app through a news page. The problem here in Cincinnati is that the cities aren't using the app. For example, the City of Cincinnati has its own app. So if you post an issue with this app, nothing will happen until the problem gets fixed by other means and the issue gets closed by another user. I don't have time to close others' issues or explain how to really get things fixed (street light out: go to Duke Energy's site for repair). If the developers linked this to other sites, like Duke's, it would be a lot more useful.",SeeClickFix,Apple
902,5,"My son has reported several potholes which has been fixed within days. Yesterday, I reported an overflowing garbage can that has been sitting across the street from a local high school for months untouched. I'm sure a private citizen placed it there with good intentions however once it was filled and overflowing it was forgotten! Today, it has been removed!!! Love this method to communicate with our county services!! Wish more communities utilized this technology!!",SeeClickFix,Apple
903,3,"I love the idea of this app. I downloaded it hoping it would be easier to use than the website. It wasn't. The Map tab doesn't update when you pan around; you have to hit the refresh button constantly. Also, there appears to be no way to update existing issues. Many issues have no photos associated with them, and many others have been resolved but are still listed as open. I'd like to help out, but I'm not given a way to do so.",SeeClickFix,Apple
904,5,"I came across this site when trying to find a way to report an open fire hydrant in my neighborhood. I issued a ticket and within a few hours, I received a response from the local public works explaining why the hydrant was open. What an awesome way to communicate issues with your city!!!! LOVE this app and will definitely be telling my friends.",SeeClickFix,Apple
905,4,"Living in Oakland CA is sometimes very frustrating. This app allows you and neighbors to have a voice and actually do something about it. I have been battling irresponsible dog owners and thought I was by myself. But, once I made the complaints via the app I found other neighbors that too have been annoyed. I am now in contact with them and am hoping to utilize this app to correct our complaint. Thanks!!",SeeClickFix,Apple
906,5,"I have been using the ""See Click Fix"" Website to report problems with area roads for a while now, but would often forget to enter a problem if I didn't make a note of it. Problem solved! The app is beautifully designed, and a pleasure to use. I recommend it highly.",SeeClickFix,Apple
907,5,"I thought the app was great. Other reviewers mentioned it being slow and buggy, but it works just fine on my phone, though perhaps I am running an updated version. Makes it convenient for me to feel like I'm doing something for the community.",SeeClickFix,Apple
908,5,"AWESOME!!! The system for placing your issue on the map is INGENIOUS! I was expecting to have to try to tap a precise location on this tiny little screen; instead, all you have to do is drag the map while the marker remains stationary in the center. Whoever came up with that has my gratitude and admiration. Overall, the app is very intuitive and useful.",SeeClickFix,Apple
909,2,"I so want to like this app more, but it feels empty and lacking leadership. FourSquare has Mayors, Yelp has Elite, but what this app needs is a way to hold our local leaders accountable. Each issue reported should have a field that uses a wiki database to let the app notify the person in charge. In areas with no leadership you should sponsor volunteer crews. In most big cities outside agencies are contracted for shopping carts and litter. Let your database be updated with this info. Have a blog where you showcase cities where this is working.",SeeClickFix,Apple
910,3,"(I deleted the app and reinstalled—seems to be working now, so I've upped the review to three stars. I recommend the same steps to users with a similar problem.) I think this could be a very useful app, especially since my local government has endorsed it. Unfortunately, with my iPhone 5 and the latest version of iOS, I never see more than the launch screen. C'mon, developers, get it together!",SeeClickFix,Apple
911,5,I've made several reports from fallen trees to potholes and each time they are repaired very quickly. SeeClickFlix automatically notifies all municipalities for the location and is easy to locate and report. Of course this will depend on your local governments but here in the Boston area it is great.,SeeClickFix,Apple
912,5,"You have the ability to get momentum behind an issue. Along with providing coordinates and pictures, this app lets you vote for issues raised by your neighbors. I think we're making real progress on a safety issue that's long been ignored by our crummy councilman.",SeeClickFix,Apple
913,3,Latest post: the mapping and location is always off. I generally enter the correct location in the notes but I get the feeling DC govt CSR doesn't read them. So I have to downgrade from 4 stars to 3. Previous post: I think this app was the best idea to turn your average resident into a responsible citizen. My only hope is that the folks working for 311 improve their customer service.,SeeClickFix,Apple
914,5,I just found out about this app from our neighborhood community safety rep. I used it to report illegal dumping near a school in an area of the city that usually gets ignored and it was cleaned up within 3 days! What a quick and easy way to contact public works departments!,SeeClickFix,Apple
915,5,"for the features of see-click-fix, mobile is highly important. This app is an excellent implementation of a mobile service. See a pothole, take a photo with your phone and upload/report it right on the spot.",SeeClickFix,Apple
916,5,This is such a convenient way to notify the town of problems....they get officially reported and the town responds as to when fixes have been undertaken....all residents should avail themselves of this convenient and responsive service.,SeeClickFix,Apple
917,2,"Currently just hangs at the startup screen. Does not work at all. I wish that when you're reporting an ""Other"" type of incident, you could specify a custom title for it (like you can on the website). Also, for those people that are complaining in your reviews about issues not getting fixed...that's your city's fault & not SeeClickFix. Richmond, VA does a pretty good job at replying to and fixing issues reported on here.",SeeClickFix,Apple
918,4,Great tool for civic minded people to make positive impact in their neighborhoods. I'd like to see notifications in the app so any issue in my neighborhood watch triggers an alert. Email is ok but gets overlooked a lot. Clearer indication of what city officials are watching an area and how to watch your 'hood (follow? Watch?) Usability improvements mainly. But overall does a great job.,SeeClickFix,Apple
919,4,Nice to see all the stuff going on in my hood and know its actually being reported to someone. It also taken non-public works issues and forwards them to the appropriate party. This is nice since I can never get ahold of anyone at Oakland city hall to get stuff done. We'll see if if my forwarded message gets anywhere...,SeeClickFix,Apple
920,5,I have used the app to report issues to the city administration where I live and they get fixed. Easy to use and keep up with the issues you report! Great app!,SeeClickFix,Apple
921,5,Want to help change and improve your community? This app is for you! And with the recent changes made to the app the ease of use has improved immensely! Can't recommend the use of this app enough!,SeeClickFix,Apple
922,4,Great concept and more people need to start using this. App has some bugs as I cannot always view comments and app crashes from time to time. Please make bug fixes and I will recommend to everyone I know.,SeeClickFix,Apple
923,4,App has many if not all of the features of the full site. It gets the job done for checking or reporting issues on the go. It could maybe use a little visual polish but that's a complaint outside its core service.,SeeClickFix,Apple
924,5,You're out and about. You see problems and issues around town. Your iPhone is in your pocket. You're part of the solution thanks to SeeClickFix. With SeeClickFix and just a few taps you're doing your part to take care of your neighborhood! No waiting on hold. No phone trees to decipher. No voice mails that never get answered. Every city should be using this app and everyone should have it on their device. See a problem and get results!,SeeClickFix,Apple
925,5,So happy to have found such a great app like this that helps us all become an active part in our communities in the easiest way possible. Thank you!!!,SeeClickFix,Apple
926,4,"This way of reporting is a huge improvement than wasting the resources of the police department for overgrown yards, trashed lots, pot holes, etc... You also can track the progress what is being do about the problem. You can review issues that other citizens have entered. Great app!",SeeClickFix,Apple
927,2,"This could be a valuable app if folks other than cyclists reported issues. Also, it would help to see the photos of the problems being reported ( does anyone see these?). This app could work really well if public works managers were required to consult reported problems when issuing daily work assignments. jmho",SeeClickFix,Apple
928,5,This application is one of the greatest applications ever invented. It allows for people who Have busy schedules to participate And help their immediate community. It holds the city accountable and shows the power that one voice can have.,SeeClickFix,Apple
929,1,"Dec. 5, 2013 Update: the app's new update AGAIN killed this app. it's stuck on the opening screen. UGH. recommend that users not ever get this app. INSTEAD just go to the SeeClickFix website and add that to the homescreen -- anyways the web icon is better looking than the app icon and at least you'll know that the web version will always work because this app's updates always never work.",SeeClickFix,Apple
930,5,Super easy way to report an issue and see what others have reported. Whether things get fixed or not depends on where you live.,SeeClickFix,Apple
931,5,Cool to see an app that actually is useful to humanity. I play as much angry birds as the next guy but this app actually makes my neighborhood a better place.,SeeClickFix,Apple
932,5,"My city endorses this app and its the easiest way to get stuff fixed, graffiti painted and just get city officials to take care of business without calling and getting transferred around trying to get the right department. Great app!!!!!!!",SeeClickFix,Apple
933,1,"The interface is unclear. No clue that 1 mile away in a city is a different location. They bug you for issue updates but don't give a clue how to reset password, a really annoying waste of time. Now their emails are junk to me. Also the comment counter is ridiculous, it counts the reporting of the issue as 1 comment. Why? Deleting app now.",SeeClickFix,Apple
934,5,"Everything I've sent in - dead animal in roadway , a left turn light not tripping every cycle so you sat there for 5 minutes, obscured signage-has been fixed right up.",SeeClickFix,Apple
935,4,"St. Paul creates an issue and replies that one should call a phone number for status. Although the folks are very helpful, it seems like an unnecessary step. Issues don't seem to be closed either.",SeeClickFix,Apple
936,4,I appreciate the ease of reporting issues and have had great speed in City response to issues. The gps is way off so u need to specify the location unfortunately.,SeeClickFix,Apple
937,5,"Clicked a picture of a pothole, submitted it as a test. City of Houston had someone out the next morning and was fixing it 2 days later. I could not believe it!",SeeClickFix,Apple
938,5,I reported a stop sign down and it was repaired the next time I visited the intersection -- the next day! SeeClickFix might have helped -- my suggestion was immediately forwarded to the appropriate department.,SeeClickFix,Apple
939,5,Seems that organizations are paying attention to the issues being reported and taking action to resolve.,SeeClickFix,Apple
